Character,Reading,Examples
翰,HÀN,"院翰林 viện hàn lâm
[翻]"
韓,HÀN,韓國 Hàn Quốc
汗,HÃN,"血汗 huyết hãn
成吉思汗 Thành Cát Tư Hãn"
罕,HÃN,罕有 hãn hữu
罕,hãn,𣗓罕 chưa hãn
悍,HÃN,兇悍 hung hãn
旱,HẠN,旱暵 hạn hán
限,HẠN,"加限 gia hạn
無限 vô hạn
限制 hạn chế"
𠳾,hẳn,"𢡠𠳾 chắc hẳn
𠳾脄 hẳn hoi
[異]罕"
𪝳,hắn,𪝳些 hắn ta
欣,HÂN,"欣幸 hân hạnh
欣歡 hân hoan
[翻]"
欣,hơn,"欣𡛤 hơn nữa
𠃣欣 ít hơn
𥽌欣 gạo hơn
[翻]"
恨,HẬN,"讎恨 thù hận
悔恨 hối hận
怨恨 oán hận"
恨,hằn,"恨學 hằn học
讎恨 thù hằn"
𡎟,hang,"𡎟嘝 hang hốc
𡎟洞 hang động
𡎟漊萬丈 hang sâu vạn trượng"
亙,hàng,"亙𣇞 hàng giờ
亙𠦳𢆥 hàng ngàn năm"
行,HÀNG,"行伍 hàng ngũ
銀行 ngân hàng
𨷯行 cửa hàng
行貨 hàng hoá
渃行 nước hàng"
行,HÀNH,"步行 bộ hành
行程 hành trình
施行 thi hành
行動 hành động
保行 bảo hành"
行,HẠNH,"德行 đức hạnh
節行 tiết hạnh"
行,hãng,"正行 chính hãng
行信 hãng tin
行航空 hãng hàng không"
航,HÀNG,"航海 hàng hải
航空 hàng không"
項,HẠNG,"攝項 xếp hạng
末項 mạt hạng
上項 thượng hạng
𥿯項一 vé hạng nhất
[翻]"
㤚,hăng,"㤚醝 hăng say
兇㤚 hung hăng
㤚𢲨 hăng hái"
恆,HẰNG,"恆𢆥 hằng năm
恆𣎃 hằng tháng
恆數 hằng số"
𬿦,hẫng,"紇𬿦 hụt hẫng
珥𬿦 nhẹ hẫng"
荇,hành,"榘荇 củ hành
荇西 hành tây
[異]蘅"
莖,HÀNH,玉莖 ngọc hành
倖,HÃNH,"倖進 hãnh tiến
倖求 hãnh cầu"
杏,HẠNH,杏仁 hạnh nhân
幸,HẠNH,"幸福 hạnh phúc
欣幸 hân hạnh
不幸 bất hạnh
榮幸 vinh hạnh"
耗,HAO,"損耗 tổn hao
消耗 tiêu hao
耗紇 hao hụt"
滈,hao,"同滈 đồng hao
滈滈 hao hao"
滈,khao,渴滈 khát khao
好,HẢO,"好友 hảo hữu
絕好 tuyệt hảo
美好 mĩ hảo
和好 hoà hảo
好漢 hảo hán"
好,HIẾU,"好學 hiếu học
好客 hiếu khách
好奇 hiếu kì
嗜好 thị hiếu"
好,háo,"好渃 háo nước
好洫 háo hức"
號,HÀO,呼號 hô hào
號,HIỆU,"號令 hiệu lệnh
信號 tín hiệu
暗號 ám hiệu
徽號 huy hiệu
符號 phù hiệu
商號 thương hiệu"
豪,HÀO,"富豪 phú hào
豪傑 hào kiệt
豪放 hào phóng
自豪 tự hào
豪晄 hào nhoáng
[翻]"
餚,HÀO,山餚海味 sơn hào hải vị
壕,HÀO,"戰壕 chiến hào
𡌢壕 hầm hào
壕壘 hào luỹ"
吸,HẤP,"吸引 hấp dẫn
呼吸 hô hấp"
喝,hát,"歌喝 ca hát
喝唱 hát xướng
排喝 bài hát
𠰺喝 dạy hát
[翻]"
籺,hạt,"地籺 địa hạt
籺仁 hạt nhân"
籺,hột,"𠁻籺𧕚 chuỗi hột trai
⇔籺hạt"
轄,HẠT,"地轄 địa hạt
轄下 hạt hạ"
侯,HẦU,"諸侯 chư hầu
爵侯 tước hầu
[翻]"
侯,hầu,"侯歇 hầu hết
侯如 hầu như
[翻]"
候,HẦU,"候下 hầu hạ
候𡛔 hầu gái
候座 hầu toà
候包 hầu bao"
候,HẬU,氣候 khí hậu
喉,HẦU,咽喉 yết hầu
后,HẬU,"皇后 hoàng hậu
母后 mẫu hậu"
厚,HẬU,"忠厚 trung hậu
深厚 thâm hậu
仁厚 nhân hậu"
後,HẬU,"後裔 hậu duệ
後方 hậu phương
後世 hậu thế
後事 hậu sự"
𡁱,he,𢣇𡁱 hăm he
𢬾,hé,𢬾𢬾 he hé
𢬾,he,"𢬾𢬾 he hé
⇔𢬾hé"
𡏘,hè,"𡏘茹 hè nhà
㙔𡏘 vỉa hè
軒𡏘 hiên hè"
嗄,hè,"𠫾嗄 đi hè
會嗄 hội hè
僶𡮈易傷過嗄 thằng nhỏ dễ thương quá hè
[翻]"
𢭁,hề,"𢭁之 hề gì
拯𢭁 chẳng hề
𣗓𢭁 chưa hề"
奚,hề,"僶奚 thằng hề
奚童 hề đồng
𦠘奚 vai hề"
盻,hễ,盻吶𱺵𫜵 hễ nói là làm
系,HỆ,"系統 hệ thống
直系 trực hệ
母系 mẫu hệ"
係,HỆ,"干係 can hệ
關係 quan hệ
係重 hệ trọng"
係,hầy,𠍣係 bầy hầy
繫,HỆ,"聯繫 liên hệ
繫詞 hệ từ"
𢤞,hèn,"𪽳𢤞 yếu hèn
[異]𫣴"
囂,heo,"囂唿 heo hút
囂𠶣 heo may
[翻]"
𪞭,hẻo,𪞭𨀌 hẻo lánh
狹,hẹp,"塘狹 đường hẹp
腰狹 eo hẹp
[翻]"
𠿒,hét,"囉𠿒 la hét
㗅𠿒 hò hét"
歇,hết,"歇錢 hết tiền
𠓀歇 trước hết
侯歇 hầu hết
歇𢚸 hết lòng"
頡,hệt,"依頡 y hệt
[翻]"
希,HI,"希望 hi vọng
希臘 Hi Lạp
[翻]"
稀,HI,稀有 hi hữu
犧,HI,犧牲 hi sinh
喜,HỈ,"恭喜 cung hỉ
雙喜 song hỉ
歡喜 hoan hỉ"
咥,hí,"吁咥 hú hí
𠊛叫馭咥 người kêu ngựa hí"
𠻑,hì,𠻑𡄆 hì hục
險,HIỂM,"危險 nguy hiểm
保險 bảo hiểm
探險 thám hiểm
脫險 thoát hiểm
險惡 hiểm ác"
險,hiếm,"險固 hiếm có
險脄 hiếm hoi"
顯,HIỂN,"顯示 hiển thị
明顯 minh hiển
顯然 hiển nhiên
顯明 hiển minh
顯現 hiển hiện
()"
顯,hển,混顯 hổn hển
獻,HIẾN,"貢獻 cống hiến
文獻 văn hiến
獻計 hiến kế
獻身 hiến thân
()"
賢,HIỀN,"賢厚 hiền hậu
賢令 hiền lành
賢和 hiền hoà
媄賢 mẹ hiền"
現,HIỆN,"現𫢩 hiện nay
現代 hiện đại
現行 hiện hành
現場 hiện trường"
脅,HIẾP,"威脅 uy hiếp
脅淫 hiếp dâm
咹脅 ăn hiếp
啗脅 hãm hiếp
抑脅 ức hiếp"
合,HIỆP,"聯合 liên hiệp
勝𪥘󠄁𠄼合 thắng cả năm hiệp"
合,HỢP,"符合 phù hợp
[翻]"
合,HẠP,⇔合hợp
合,họp,"局合 cuộc họp
合𢄂 họp chợ
合會操 họp hội thao"
協,HIỆP,"協助 hiệp trợ
協會 hiệp hội
協定 hiệp định
協商 hiệp thương"
俠,HIỆP,"豪俠 hào hiệp
俠客 hiệp khách
劍俠 kiếm hiệp
大俠 đại hiệp
義俠 nghĩa hiệp"
曉,HIỂU,"曉別 hiểu biết
通曉 thông hiểu
透曉 thấu hiểu"
孝,HIẾU,"孝順 hiếu thuận
孝傠 hiếu thảo
不孝 bất hiếu"
效,HIỆU,"功效 công hiệu
效果 hiệu quả
有效 hữu hiệu
效驗 hiệu nghiệm"
擤,hỉnh,"擤𪖫 hỉnh mũi
憾擤 hóm hỉnh"
刑,HÌNH,"刑法 hình pháp
極刑 cực hình
行刑 hành hình"
形,HÌNH,"地形 địa hình
情形 tình hình
形𠍵 hình dáng
形體 hình thể
[翻]"
𠲮,hĩnh,唅𠲮 hợm hĩnh
𠯖,ho,"𠯖𠻃 ho hen
𠯖癆 ho lao
咍𠯖 hay ho"
㗅,hò,"喝㗅 hát hò
𭉑㗅 hẹn hò"
𣱆,họ,"𠸜𣱆 tên họ
𣳔𣱆 dòng họ
𣱆行 họ hàng
[異]戶"
呼,HÔ,"呼吸 hô hấp
稱呼 xưng hô
歡呼 hoan hô
呼號 hô hào
呼𡘯 hô lớn
呼喚 hô hoán"
呼,hô,呼𪘵 hô răng
瑚,HÔ,珊瑚 san hô
虎,HỔ,"猛虎 mãnh hổ
熊虎 hùng hổ"
琥,HỔ,琥珀 hổ phách
䗂,hổ,"𧋻䗂 rắn hổ
䗂焒 hổ lửa"
唬,hố,呼唬 hô hố
㙤,hố,"𡌢㙤 hầm hố
㙤黰 hố đen"
乎,HỒ,"幾乎 cơ hồ
況乎 huống hồ
[翻]"
狐,HỒ,"狐狸 hồ li
狐疑 hồ nghi"
胡,HỒ,"胡桃 hồ đào
𣱆胡 họ Hồ"
葫,HỒ,葫蘆 hồ lô
湖,HỒ,"坳湖 ao hồ
江湖 giang hồ
湖還劍 Hồ Hoàn Kiếm"
蝴,HỒ,蝴蝶 hồ điệp
糊,HỒ,"糊裙襖 hồ quần áo
糊塗 hồ đồ
𥺊糊 cháo hồ
糊疏 hồ sơ"
互,HỖ,"互助 hỗ trợ
相互 tương hỗ"
戶,HỘ,"戶籍 hộ tịch
戶口 hộ khẩu"
護,HỘ,"保護 bảo hộ
護送 hộ tống
辯護 biện hộ
護照 hộ chiếu
護堤 hộ đê
擁護 ủng hộ"
汻,hở,"汻𡎟 hở hang
渚汻𠰘 chớ hở miệng
腜汻𪘵冷 môi hở răng lạnh"
𠼯,hở,"㵋𧗱𠼯？ mới về hở?
哰獓丕𠼯僶其？ sao ngáo vậy hở thằng kia?"
𢠇,hở,𢠦𢠇 hớn hở
噓,hờ,"噓𠾿 hờ hững
𨷯𢬱噓 cửa khép hờ"
花,HOA,"花蓮 hoa sen
花魁 hoa khôi
花旗 Hoa Kì
花𢬣 hoa tay
花𠺌 hoa hoè"
花,pha,豆花 đậu pha
花,huê,⇔花hoa
華,HOA,"繁華 phồn hoa
才華 tài hoa
精華 tinh hoa
奢華 xa hoa"
火,HOẢ,"火爐 hoả lò
火速 hoả tốc
防火 phòng hoả
火藥 hoả dược
火患 hoả hoạn"
化,HOÁ,"變化 biến hoá
感化 cảm hoá
化粧 hoá trang
文化 vănhoá
消化 tiêu hoá
他化 tha hoá"
化,huế,城庯化 thành phố Huế
貨,HOÁ,"百貨 bách hoá
行貨 hàng hoá"
和,HOÀ,"共和 cộng hoà
和平 hoàbình
不和 bất hoà
和合 hoà hợp
賢和 hiền hoà"
和,HOẠ,"唱和 xướng hoạ
附和 phụ hoạ
和蹺 hoạ theo"
和,hoạ,和唍 hoạ hoằn
禍,HOẠ,"嫁禍 giá hoạ
慘禍 thảm hoạ
災禍 tai hoạ
禍福 hoạ phúc"
禍,vạ,"咹禍 ăn vạ
災𢒎禍𩙍 tai bay vạ gió"
畫,HOẠ,"幅畫 bức hoạ
圖畫 đồ hoạ
繪畫 hội hoạ
畫士 hoạ sĩ
()"
或,HOẶC,"或𱺵 hoặc là
或者 hoặc giả
或𡗉或𠃣 hoặc nhiều hoặc ít"
惑,HOẶC,"疑惑 nghi hoặc
迷惑 mê hoặc
眩惑 huyễn hoặc"
劃,HOẠCH,"計劃 kế hoạch
規劃 quy hoạch
劃定 hoạch định
籌劃 trù hoạch"
劃,gạch,劃𠬠塘 gạch một đường
穫,HOẠCH,收穫 thu hoạch
懷,HOÀI,"懷抱 hoài bão
哀懷 ai hoài
懷念 hoài niệm
懷疑 hoài nghi"
懷,hoài,"懷𧵑 hoài của
費懷 phí hoài
懷懷 hoài hoài"
壞,HOẠI,"敗壞 bại hoại
毀壞 huỷ hoại
破壞 phá hoại"
揋,hoay,摞揋 loay hoay
歡,HOAN,"歡迎 hoan nghênh
欣歡 hân hoan
追歡 truy hoan
歡喜 hoan hỉ"
丸,HOÀN,"精丸 tinh hoàn
膏單丸散 cao đơn hoàn tán"
完,HOÀN,"完好 hoàn hảo
完畢 hoàn tất
完全 hoàn toàn
完善 hoàn thiện"
還,HOÀN,"還㨋 hoàn trả
還良 hoàn lương
還魂 hoàn hồn"
環,HOÀN,"環境 hoàn cảnh
環球 hoàn cầu
金環 kim hoàn"
鬟,HOÀN,丫鬟 a hoàn
緩,HOÃN,"和緩 hoà hoãn
遲緩 trì hoãn
緩兵 hoãn binh"
患,HOẠN,患難 hoạn nạn
荒,HOANG,"荒𤵺 hoang dại
荒廢 hoang phế
荒蕪 hoang vu
荒野 hoang dã
𡥵荒 con hoang
媎荒 chửa hoang"
慌,HOANG,慌忙 hoang mang
慌,HOẢNG,"恐慌 khủng hoảng
慌𢜝 hoảng sợ"
恍,HOẢNG,恍惚 hoảng hốt
皇,HOÀNG,"皇家 hoàng gia
皇宮 hoàng cung
皇后 hoàng hậu
皇上 hoàng thượng
皇族 hoàng tộc"
凰,HOÀNG,鳳凰 phượng hoàng
隍,HOÀNG,城隍 thành hoàng
黃,HOÀNG,"黃昏 hoàng hôn
黃連 hoàng liên
𣱆黃 họ Hoàng
硫黃 lưu hoàng"
黃,HUỲNH,"硫黃 lưu huỳnh
格讀𧵑「黃hoàng」爲𠼤諱時𠸗。Cáchđọccủa""黃hoàng""vìkiênghuýthờixưa."
徨,HOÀNG,彷徨 bàng hoàng
煌,HOÀNG,輝煌 huy hoàng
潢,HOÀNG,裝潢 trang hoàng
宏,HOÀNH,宏壯 hoành tráng
橫,HOÀNH,"橫行 hoành hành
橫批 hoành phi
橫度 hoành độ
軸橫 trục hoành"
橫,hoạnh,橫𠽡 hoạnh hoẹ
活,HOẠT,"生活 sinh hoạt
復活 phục hoạt
活潑 hoạt bát"
滑,HOẠT,"滑稽 hoạt kê
滑頭 hoạt đầu"
學,HỌC,"場學 trường học
學習 học tập
[翻]()"
𠺌,hoè,花𠺌 hoa hoè
𠺌,khỏi,"𠬉𠺌 tránh khỏi
𠺌病 khỏi bệnh
𨖨𠺌 rời khỏi
[異]塊"
𠳨,hỏi,"句𠳨 câu hỏi
𡠣𠳨 cưới hỏi
學𠳨 học hỏi
𠳨𪡗 hỏi han
餅𠳨 bánh hỏi"
𤞑,hòi,狹𤞑 hẹp hòi
洃,hôi,"苿洃 mùi hôi
蒲洃 mồ hôi
打洃 đánh hôi"
𤍃,hổi,𤎏𤍃 nóng hổi
𤍃,hôi,"𤍃𤍃 hôi hổi
⇔𤍃hổi"
悔,HỐI,"悔恨 hối hận
懺悔 sám hối
悔纇 hối lỗi
悔改 hối cải"
匯,HỐI,匯兌 hối đoái
誨,HỐI,"誨促 hối thúc
誨嘑 hối hả"
回,HỒI,"回答 hồi đáp
回憶 hồi ức
回𠓀 hồi trước
回醒 hồi tỉnh
回教 Hồi giáo
大回 Đại Hồi
[翻]"
茴,HỒI,"茴香 hồi hương
大茴 đại hồi
油茴 dầu hồi"
迴,HỒI,輪迴 luân hồi
徊,HỒI,"徘徊 bồi hồi
徊𪡄 hồi hộp
徊𤿰 hồi trống"
會,HỘI,"禮會 lễ hội
機會 cơ hội
()"
會,hụi,會伴佊 hụi bạn bè
薈,HỘI,"蘆薈 lô hội
()"
繪,HỘI,"繪畫 hội hoạ
()"
唏,hơi,"呵唏 hà hơi
打唏 đánh hơi
歇唏 hết hơi"
憘,hởi,"胡憘 hồ hởi
[翻]"
𢝷,hời,𢝷愒 hời hợt
憾,hóm,"憾擤 hóm hỉnh
舅𡮣憾𡗋 cậu bé hóm lắm"
𣋚,hôm,"𣋚𫢩 hôm nay
𣊿𣋚 chiều hôm
𣋚過 hôm qua
[翻]"
唅,hợm,唅𠲮 hợm hĩnh
唅,ngậm,"唅𠿯 ngậm ngùi
唅秱 ngậm đòng"
𠉣,hon,子𠉣 tí hon
焝,hon,"𤉗焝 héo hon
[翻]"
𡉕,hòn,"𡉕𡐙 hòn đất
𡉕島 hòn đảo"
昏,HÔN,"昏君 hôn quân
昏迷 hôn mê
黃昏 hoàng hôn"
㖧,hôn,㖧𭊪 hôn hít
婚,HÔN,"結婚 kết hôn
婚事 hôn sự
婚夫 hôn phu
婚姻 hôn nhân"
渾,HỒN,"渾厚 hồn hậu
渾然 hồn nhiên"
混,HỖN,"混亂 hỗn loạn
混沌 hỗn độn
混合 hỗn hợp
混血 hỗn huyết
混雜 hỗn tạp
混戰 hỗn chiến"
混,hổn,混顯 hổn hển
溷,HỖN,"溷咾 hỗn láo
溷啅 hỗn xược"
𢠦,hớn,𢠦𢠇 hớn hở
𢠦,hơn,"𢠦𢠦 hơn hớn
⇔𢠦hớn"
㘋,hờn,"㤌㘋 căm hờn
𢚷㘋 giận hờn"
閧,hỏng,"墟閧 hư hỏng
閧𫘲 hỏng hóc"
𦙥,họng,炎𦙥 viêm họng
𠸣,hổng,𡓇𠸣 lỗ hổng
紅,HỒNG,"𦭷紅 màu hồng
帖紅 thiếp hồng
紅葉 hồng diệp
瀧紅 sông Hồng
花紅 hoa hồng
紅塵 hồng trần"
紅,hường,⇔紅hồng
鴻,HỒNG,"𪀄鴻 chim hồng
鴻毛 hồng mao
鴻福 hồng phúc
鴻鵠 hồng hộc
鴻龐 Hồng Bàng
[翻]"
𧩓,hót,"𪀄𧩓 chim hót
佞𧩓 nịnh hót"
忽,HỐT,"忽然 hốt nhiên
[翻]"
惚,HỐT,"恍惚 hoảng hốt
惚恍 hốt hoảng"
㓭,hớt,㓭𣱾 hớt lẻo
愒,hợt,"𢝷愒 hời hợt
[翻]"
愒,hờn,"愒愒 hờn hợt
⇔愒hợt"
冔,hu,哭冔冔 khóc hu hu
朽,HỦ,不朽 bất hủ
旴,hù,"旴唑 hù doạ
𣋁旴 tối hù"
虛,HƯ,"虛無 hư vô
虛榮 hư vinh
虛構 hư cấu"
墟,hư,"墟閧 hư hỏng
𫜵墟 làm hư"
許,HỨA,"許婚 hứa hôn
𠳒許 lời hứa
許𭉑 hứa hẹn
許𠲡 hứa hão"
勳,HUÂN,"勳章 huân chương
勳爵 huân tước"
訓,HUẤN,"整訓 chỉnh huấn
家訓 gia huấn
訓練 huấn luyện
教訓 giáo huấn
特訓 đặc huấn"
洫,hức,"好洫 háo hức
[翻]"
𤍋,hực,"爁𤍋 hậm hực
𬋙𤍋 hừng hực"
惠,HUỆ,恩惠 ân huệ
揮,HUY,"揮動 huy động
指揮 chỉ huy"
輝,HUY,輝煌 huy hoàng
徽,HUY,"國徽 quốc huy
徽章 huy chương"
毀,HUỶ,"毀𠬃 huỷ bỏ
毀滅 huỷ diệt
燒毀 thiêu huỷ
毀謗 huỷ báng"
玄,HUYỀN,"玄機 huyền cơ
玄秘 huyền bí
玄妙 huyền diệu
黰玄 đen huyền
𩯀玄 tóc huyền
𨁪玄 dấu huyền"
縣,HUYỆN,"縣蒞 huyện lị
郡縣 quận huyện"
血,HUYẾT,"血壓 huyết áp
出血 xuất huyết
熱血 nhiệt huyết
心血 tâm huyết"
血,tiết,"血羹 tiết canh
割血 cắt tiết"
兄,HUYNH,"兄弟 huynh đệ
師兄 sư huynh
父兄 phụ huynh"
螢,HUỲNH,"螢光 huỳnh quang
螢鬩 huỳnh huỵch
()"
熏,hun,"熏𤒘 hun đúc
熏𤌋 hun khói
[翻]"
滾,hủn,澊滾 tun hủn
滾,ngổn,滾卬 ngổn ngang
滾,ngôn,"滾滾 ngôn ngổn
⇔滾ngổn"
凶,HUNG,"吉凶 cát hung
凶兆 hung triệu"
兇,HUNG,"兇殘 hung tàn
兇徒 hung đồ
兇手 hung thủ
行兇 hành hung"
雄,HÙNG,"英雄 anh hùng
稱雄 xưng hùng
雄辯 hùng biện
雄偉 hùng vĩ
[翻]"
熊,HÙNG,"熊虎 hùng hổ
熊𡄆 hùng hục"
興,HƯNG,"中興 trung hưng
復興 phục hưng
興奮 hưng phấn
興亡 hưng vong
[翻]"
興,HỨNG,"高興 cao hứng
興趣 hứng thú
雅興 nhã hứng
[翻]"
𬋙,hửng,烝𬋙 chưng hửng
𬋙,hừng,"𬋙東 hừng đông
𬋙𤍋 hừng hực"
𬋙,hưng,"𬋙𬋙 hưng hửng
⇔𬋙hửng"
𢤽,hứng,縱𢤽 tung hứng
𠾿,hững,噓𠾿 hờ hững
況,HUỐNG,"況乎 huống hồ
情況 tình huống"
香,HƯƠNG,"菍香 nấm hương
香案 hương án
藿香 hoắc hương
香𦹳 hương thơm
丁香 đinh hương"
香,húng,香料 húng-lìu
鄉,HƯƠNG,"圭鄉 quê hương
同鄉 đồng hương
故鄉 cố hương"
享,HƯỞNG,"享受 hưởng thụ
享樂 hưởng lạc
享福 hưởng phúc
承享 thừa hưởng
共享 cộng hưởng
享旬𦝄蜜 hưởng tuần trăng mật"
響,HƯỞNG,"影響 ảnh hưởng
音響 âm hưởng
交響 giao hưởng
響應 hưởng ứng"
向,HƯỚNG,"向引 hướng dẫn
方向 phương hướng
志向 chí hướng
偏向 thiên hướng
向上 hướng thượng"
唿,hút,"囂唿 heo hút
唿𫇿 hút thuốc"
紇,hụt,"耗紇 hao hụt
少紇 thiếu hụt
紇唏 hụt hơi
[翻]"
休,HƯU,"𧗱休 về hưu
休致 hưu trí"
友,HỮU,"交友 giao hữu
友誼 hữu nghị
親友 thân hữu"
右,HỮU,"左右 tả hữu
𦑃右 cánh hữu"
有,HỮU,"有用 hữu dụng
所有 sở hữu
有限 hữu hạn"
益,ÍCH,"益利 ích lợi
益己 ích kỉ
公益 công ích
固益 có ích
[翻]"
益,ích,"餅益 bánh ích (ít)
[翻]"
益,ịch,"𪝼益 ình ịch
[翻]"
唵,im,"唵𠹃 im ắng
唵𣼽 im lặng
[翻]"
唵,ỉm,"唵唵 im ỉm
⇔唵im[翻]"
𠃣,ít,"𠃝𠃣 út ít
𠬠𠃣 một ít
𠃣𱔎 ít ỏi
餅𠃣 bánh ít
[翻]"
伊,Y,"𠸜𧵑伊 tên của y
[翻]"
衣,Y,"衣服 y phục
脫衣 thoát y
內衣 nội y"
依,Y,"依如 y như
依案 y án
准依 chuẩn y"
醫,Y,"醫佐 y tá
醫濟 y tế
醫案 y án
()"
意,Ý,"意㦖 ý muốn
意想 ý tưởng
㗂意 tiếng Ý"
掩,YỂM,"掩護 yểm hộ
掩助 yểm trợ"
掩,ém,掩𠇦 ém nhẹm
掩,yếm,"掩𣹘 yếm dãi
憂掩 âu yếm
[異]𧞣裺"
厭,YẾM,"厭世 yếm thế
厭氣 yếm khí"
鞍,YÊN,"鞍繮 yên cương
鞍車 yên xe
鞍馭 yên ngựa"
宴,YẾN,"宴席 yến tiệc
宴飲 yến ẩm"
燕,YẾN,"𪀄燕 chim yến
海燕 hải yến
燕巢 yến sào
燕鶯 yến anh
燕鶯 yến oanh
燕麥 yến mạch"
燕,én,"𪀄燕 chim én
[翻]"
咽,YẾT,咽喉 yết hầu
揭,YẾT,"揭示 yết thị
揭榜 yết bảng"
謁,YẾT,謁見 yết kiến
㤇,yêu,"情㤇 tình yêu
㤇適 yêu thích
㤇𨣥 yêu dấu
㤇貴 yêu quý
[異]腰夭𢞅𬁷"
妖,YÊU,"妖精 yêu tinh
妖術 yêu thuật"
要,YÊU,要求 yêu cầu
要,YẾU,"要點 yếu điểm
主要 chủ yếu
重要 trọng yếu"
𪽳,yếu,"𪽳𢤞 yếu hèn
點𪽳 điểm yếu
[異]要"
𠴜,kẽ,"𠴜汻 kẽ hở
𣷯𠴜 cặn kẽ"
計,KÊ,列計 liệt kê
計,KẾ,"計劃 kế hoạch
計算 kế toán
謀計 mưu kế"
計,kể,"計𡀯 kể chuyện
計功 kể công
計𣠲 kể lể
計開 kê khai"
𣖟,kê,"𣖟徠丐𣗿 kê lại cái tủ
𣖟蹎𬨠𧦕 kê chân lên ghế
𣖟丐盤高𬨠𠬠𡭧 kê cái bàn cao lên một chút
[翻]"
繼,KẾ,"繼續 kế tục
繼承 kế thừa
繼接 kế tiếp
媄繼 mẹ kế
()"
倛,kề,"倛近 kề cận
倛㧝 kề cà"
偈,kệ,嚜偈 mặc kệ
嗛,kem,"供嗛 cúng kem
嗛打𪘵 kem đánh răng
[翻]"
歉,kém,"歉𢜽 kém cỏi
𪽳歉 yếu kém
歉𨤔 kém vẻ
[異]劍"
涇,kênh,"涇掏 kênh đào
[翻]"
倞,kềnh,"𨫋倞 cồng kềnh
倞𪨈 kềnh càng
泠倞 lềnh kềnh
蹸倞 lăn kềnh
車載𢭰倞 xe tải đổ kềnh"
捁,kéo,"捁𨱽 kéo dài
捁僥 kéo nhau
𫼩捁 níu kéo
[異]𢹣"
𨦀,kéo,"丐𨦀 cái kéo
刀𨦀 dao kéo"
𥼱,kẹo,"餅𥼱 bánh kẹo
[翻]"
搩,kẹt,"縸搩 mắc kẹt
噘搩 cọt kẹt"
結,KẾT,"團結 đoàn kết
甘結 cam kết
結伴 kết bạn
結合 kết hợp
結果 kết quả
[翻]"
𭊫,ki,"𭊫逋 ki bo
𡥵𭊫 con ki"
几,KỈ,"丐几 cái kỉ
長几 trường kỉ"
己,KỈ,"益己 ích kỉ
自己 tự kỉ
知己 tri kỉ
克己 khắc kỉ"
紀,KỈ,"世紀 thế kỉ
紀念 kỉ niệm
紀律 kỉ luật
紀物 kỉ vật"
記,KÍ,"日記 nhật kí
記𠸜 kí tên
書記 thư kí
遊記 du kí"
寄,KÍ,"寄寄 kí gửi
寄生 kí sinh"
寄,gửi,"寄書 gửi thư
咹寄㑲𢘾 ăn gửi nằm nhờ
𣘃尋寄 cây tầm gửi
[異]𢭮"
寄,gởi,"寄書 gởi thơ
⇔寄gửi"
圻,KÌ,北圻 Bắc Kì
其,KÌ,"其寔 kì thực
極其 cực kì
[翻]"
其,kia,"𣈜其 ngày kia
𣋚其 hôm kia
[異]箕"
奇,KÌ,"奇跡 kì tích
奇才 kì tài"
奇,cơ,掌奇 chưởng cơ
歧,KÌ,歧視 kì thị
耆,KÌ,耆舊 kì cựu
耆,kị,俱耆 cụ kị
掎,kì,"掎𢮭 kì cọ
掎撟 kì kèo"
期,KÌ,"學期 học kì
期望 kì vọng"
期,cờ,情期 tình cờ
棋,KÌ,"棋手 kì thủ
棋逢敵手 kì phùng địch thủ"
棋,cờ,"棋圍 cờ vây
棋博 cờ bạc"
旗,KÌ,國旗 quốc kì
旗,cờ,"蘿旗 lá cờ
旗祖國 cờ tổ quốc"
畿,KÌ,京畿 kinh kì
麒,KÌ,麒麟 kì lân
技,KĨ,"技術 kĩ thuật
雜技 tạp kĩ
技能 kĩ năng
技倆 kĩ lưỡng
技𪨈 kĩ càng
𢖵技 nhớ kĩ"
技,ghẽ,袞技 gọn ghẽ
忌,KỊ,"忌諱 kị huý
禁忌 cấm kị
妒忌 đố kị
𥣒忌 giỗ kị"
騎,KỊ,"騎兵 kị binh
騎士 kị sĩ
騎馬 kị mã"
騎,cưỡi,"騎馭 cưỡi ngựa
騎𦙶 cưỡi cổ"
騎,cỡi,⇔騎cưỡi
激,KÍCH,"感激 cảm kích
激動 kích động
激活 kích hoạt
激刺 kích thích
[翻]"
激,KHÍCH,"奮激 phấn khích
激勵 khích lệ
挑激 khiêu khích
激駁 khích bác"
擊,KÍCH,"攻擊 công kích
目擊 mục kích
游擊 du kích"
兼,KIÊM,"兼全 kiêm toàn
兼愛 kiêm ái
兼任 kiêm nhiệm"
兼,kèm,"𠫾兼 đi kèm
兼笈 kèm cặp
兼蹺 kèm theo
兼𣲹 kèm nhèm"
檢,KIỂM,"檢查 kiểm tra
檢疫 kiểm dịch
檢驗 kiểm nghiệm"
檢,kiếm,"尋檢 tìm kiếm
檢㧻 kiếm chác
[異]劍"
劍,KIẾM,"錆劍 thanh kiếm
鬥劍 đấu kiếm
劍俠 kiếm hiệp"
鉗,KIỀM,"鉗制 kiềm chế
鉗束 kiềm thúc"
鉗,kìm,"鉗鋏 kìm kẹp
𩵜鉗 cá kìm
鉗共力 kìm cộng lực"
鉗,kềm,⇔鉗kìm
儉,KIỆM,"勤儉 cần kiệm
節儉 tiết kiệm"
